"TimeOfCollision","x","y","z","other"
44210279,0.5077422,1.08384442,-0.743641555,_targetObjectSphere
44211743,0.909685433,0.9504166,-0.6493627,_targetObjectSphere
44212548,1.18311667,0.834565,-0.7168742,_targetObjectSphere
