"timestamp","shortestDistance","didCollide"
54520396,0.06937531,False
54520407,0.06601655,False
54520418,0.06285706,False
54520430,0.0599307939,False
54520440,0.0571452267,False
54520452,0.05440309,False
54520463,0.05172528,False
54520474,0.04909098,False
54520485,0.04658796,False
54520496,0.04442153,False
54520507,0.04248379,False
54520518,0.0407642163,False
54520530,0.039218273,False
54520541,0.03799536,False
54520553,0.03709789,False
54520564,0.03651893,False
54520574,0.0361334868,False
54520586,0.035953816,False
54520597,0.036013294,False
54520608,0.03623781,False
54520619,0.0365422368,False
54520630,0.0368512869,False
54520641,0.0371775627,False
54520653,0.0376449823,False
54520664,0.0382245779,False
54520675,0.0388600826,False
54520686,0.0394532681,False
54520697,0.0400235653,False
54520708,0.04051578,False
54520719,0.04084599,False
54520731,0.041424334,False
54520743,0.0419923067,False
54520754,0.04252845,False
54520764,0.0431081653,False
54520775,0.04364544,False
54520787,0.0441001654,False
54520798,0.0444572568,False
54520809,0.0447618365,False
54520820,0.04497218,False
54520831,0.04505688,False
54520842,0.0451743,False
54520854,0.0453547835,False
54520865,0.0455476046,False
54520876,0.0457527637,False
54520887,0.0459558964,False
54520898,0.04623288,False
54520910,0.04645592,False
54520921,0.046489,False
54520932,0.0465800762,False
54520944,0.0466496944,False
54520954,0.04663074,False
54520966,0.04663992,False
54520976,0.0467216969,False
54520988,0.0468680263,False
54520999,0.0470172167,False
54521010,0.0471920967,False
54521021,0.0473612547,False
54521032,0.04753411,False
54521043,0.047699213,False
54521055,0.0478011966,False
54521066,0.0478983521,False
54521077,0.047883153,False
54521088,0.0478342175,False
54521100,0.0477935076,False
54521111,0.04772675,False
54521122,0.04751396,False
54521133,0.047265172,False
54521145,0.0471304059,False
54521155,0.04696393,False
54521167,0.0469349623,False
54521178,0.04688573,False
54521189,0.0469103456,False
54521200,0.0469086766,False
54521211,0.0468940735,False
54521222,0.04693693,False
54521233,0.04710394,False
54521245,0.0473133922,False
54521256,0.0475106835,False
54521267,0.04762292,False
54521278,0.0475770831,False
54521289,0.0474210978,False
54521300,0.04722637,False
54521311,0.0470311046,False
54521323,0.04669249,False
54521334,0.0462908149,False
54521345,0.0459558964,False
54521357,0.0456801057,False
54521368,0.04544127,False
54521379,0.04522395,False
54521390,0.04483843,False
54521401,0.0444911122,False
54521412,0.0442944765,False
54521424,0.04402417,False
54521435,0.043807447,False
54521446,0.0436646342,False
54521457,0.04366684,False
54521468,0.0436478853,False
54521479,0.0437216163,False
54521490,0.0437777042,False
54521502,0.0439975858,False
54521513,0.044264853,False
54521524,0.04436636,False
54521535,0.044380486,False
54521546,0.0444993377,False
54521558,0.0447573662,False
54521569,0.0449430943,False
54521586,0.0451374054,False
54521595,0.0454016328,False
54521604,0.0459051728,False
54521613,0.0465374,False
54521625,0.0470919,False
54521636,0.04760611,False
54521647,0.04816848,False
54521658,0.04863435,False
54521669,0.04906839,False
54521680,0.04947716,False
54521691,0.04994458,False
54521702,0.0503357649,False
54521714,0.0506006479,False
54521725,0.0507670641,False
54521736,0.0508970022,False
54521747,0.05106473,False
54521759,0.05117619,False
54521770,0.0514091849,False
54521781,0.0516216755,False
54521792,0.0518844724,False
54521803,0.0521436334,False
54521814,0.0523390174,False
54521826,0.0523486137,False
54521837,0.05238992,False
54521849,0.0524539948,False
54521859,0.0525200963,False
54521871,0.0525353551,False
54521882,0.05254352,False
54521893,0.0526470542,False
54521904,0.05279559,False
54521915,0.0528613329,False
54521926,0.05289501,False
54521937,0.052965343,False
54521948,0.0532164574,False
54521960,0.05351019,False
54521971,0.0537377,False
54521982,0.05399263,False
54521994,0.05412197,False
54522004,0.0543823242,False
54522015,0.0547488332,False
54522026,0.05439794,False
54522038,0.0541306138,False
54522049,0.0539672971,False
54522060,0.0538482666,False
54522071,0.0536764264,False
54522082,0.0535169244,False
54522094,0.0534368753,False
54522105,0.0533536673,False
54522116,0.0534310341,False
54522127,0.05346185,False
54522138,0.0533002019,False
54522150,0.0530241728,False
54522160,0.0528312922,False
54522172,0.0527040362,False
54522183,0.0527129769,False
54522195,0.0527495742,False
54522206,0.0529394746,False
54522217,0.0530720949,False
54522228,0.053136766,False
54522239,0.0531160831,False
54522250,0.0530211926,False
54522261,0.0528327823,False
54522272,0.05249405,False
54522283,0.0521752834,False
54522295,0.05196017,False
54522306,0.0518490076,False
54522317,0.05169308,False
54522328,0.0515376329,False
54522339,0.051355958,False
54522351,0.0511753559,False
54522362,0.0510065556,False
54522373,0.050711453,False
54522385,0.05033666,False
54522396,0.0498685837,False
54522407,0.0494886637,False
54522418,0.0491428971,False
54522429,0.0487501025,False
54522440,0.0482344627,False
54522451,0.0477768853,False
54522462,0.0475237332,False
54522473,0.0476213768,False
54522484,0.0479503833,False
54522496,0.0486186668,False
54522507,0.0496140458,False
54522518,0.0508212224,False
54522530,0.0522231124,False
54522540,0.0538365245,False
54522552,0.05564621,False
54522563,0.0577039421,False
54522574,0.059975177,False
54522585,0.0624281056,False
54522597,0.06524472,False
54522608,0.06816109,False
54522619,0.07106633,False
54522630,0.07406081,False
