"timestamp","shortestDistance","didCollide"
53600647,0.1680592,False
53600658,0.1675879,False
53600669,0.166729689,False
53600681,0.166282475,False
53600691,0.166311145,False
53600703,0.165477782,False
53600714,0.1646786,False
53600724,0.164791882,False
53600737,0.163324058,False
53600747,0.161789179,False
53600758,0.159650117,False
53600770,0.157179892,False
53600781,0.154344559,False
53600792,0.1516323,False
53600803,0.148961157,False
53600814,0.146519154,False
53600826,0.143558472,False
53600837,0.140544578,False
53600848,0.137359381,False
53600859,0.13380307,False
53600871,0.13006337,False
53600881,0.126676112,False
53600892,0.123167425,False
53600904,0.119913548,False
53600915,0.116821133,False
53600926,0.113761909,False
53600937,0.110720627,False
53600948,0.107515082,False
53600959,0.10403239,False
53600971,0.100524262,False
53600982,0.09732324,False
53600993,0.09386247,False
53601004,0.09073749,False
53601016,0.0881575644,False
53601027,0.08574809,False
53601038,0.08343576,False
53601049,0.08135265,False
53601060,0.07976737,False
53601071,0.0785716,False
53601082,0.07764743,False
53601093,0.07685726,False
53601105,0.07633346,False
53601116,0.0760381147,False
53601127,0.07587337,False
53601138,0.07562783,False
53601150,0.075587064,False
53601161,0.07572049,False
53601172,0.07619836,False
53601183,0.07694534,False
53601194,0.07788482,False
53601205,0.07890941,False
53601216,0.0794878453,False
53601227,0.08003615,False
53601239,0.0804922953,False
53601251,0.08041936,False
53601261,0.079998076,False
53601273,0.0795551538,False
53601284,0.07890302,False
53601295,0.07835013,False
53601306,0.0778862238,False
53601317,0.07710379,False
53601328,0.07588142,False
53601339,0.07433224,False
53601350,0.07256383,False
53601362,0.08648156,False
53601373,0.09798556,False
53601384,0.102044687,False
53601395,0.104252517,False
53601406,0.104630955,False
53601417,0.104044281,False
53601429,0.103289008,False
53601440,0.102677777,False
53601452,0.1023678,False
53601463,0.101965949,False
53601473,0.101530507,False
53601485,0.101280496,False
53601496,0.100584075,False
53601507,0.09970344,False
53601518,0.09915725,False
53601529,0.09798552,False
53601540,0.0963655,False
53601551,0.09488791,False
53601563,0.09323865,False
53601574,0.09144876,False
53601585,0.089849785,False
53601596,0.08827767,False
53601607,0.0867455453,False
53601618,0.08539463,False
53601630,0.08398802,False
53601641,0.08245631,False
53601653,0.0809390545,False
53601664,0.0796594,False
53601675,0.07848267,False
53601686,0.07749494,False
53601697,0.07633072,False
53601708,0.0749006,False
53601719,0.07339711,False
53601730,0.07199881,False
53601742,0.070691824,False
53601752,0.06966386,False
53601764,0.0688688,False
53601775,0.06803174,False
53601787,0.067113325,False
53601797,0.066057384,False
53601808,0.0648409948,False
53601820,0.06377603,False
53601831,0.06277231,False
53601842,0.0617507435,False
53601854,0.0608364753,False
53601865,0.0598455258,False
53601875,0.05856247,False
53601887,0.0572437756,False
53601898,0.0559391156,False
53601909,0.0544093661,False
53601920,0.0529958,False
53601931,0.05143789,False
53601942,0.049820248,False
53601953,0.0481930375,False
53601965,0.04660183,False
53601976,0.0450418256,False
53601987,0.0436015651,False
53601998,0.04218629,False
53602009,0.0408092439,False
53602020,0.0394934565,False
53602032,0.0388326868,False
53602047,0.038503062,False
53602057,0.03819166,False
53602067,0.0379867554,False
53602077,0.03785995,False
53602088,0.0379394926,False
53602099,0.0385039449,False
53602110,0.0392475724,False
53602121,0.0398153067,False
53602132,0.040364027,False
53602143,0.0409854054,False
53602154,0.04140532,False
53602166,0.0407761931,False
53602177,0.040398,False
53602188,0.040309608,False
53602199,0.0403131843,False
53602210,0.040450573,False
53602222,0.0404772162,False
53602233,0.0403082967,False
53602244,0.04031235,False
53602256,0.0402998924,False
53602267,0.04048437,False
53602278,0.0407335758,False
53602289,0.0409598351,False
53602300,0.04114127,False
53602311,0.0412959456,False
53602322,0.0414600968,False
53602334,0.0418638,False
53602344,0.04240632,False
53602356,0.0428531766,False
53602367,0.04328233,False
53602378,0.0437549949,False
53602389,0.0443534255,False
53602401,0.0450575352,False
53602411,0.04571265,False
53602423,0.04637128,True
53602434,0.0469571352,True
53602445,0.04750842,True
53602457,0.0477848053,True
53602468,0.04839915,True
53602479,0.04903537,True
53602490,0.0494717956,True
53602501,0.049665153,True
53602512,0.0504040122,True
53602523,0.05114001,True
53602535,0.0519264936,True
53602546,0.0524625778,True
53602557,0.05294323,True
53602575,0.0532557964,False
53602584,0.0539933443,False
53602593,0.0550710559,False
53602600,0.0553848743,False
53602612,0.0576510429,False
53602623,0.06001842,False
53602635,0.0622835755,False
53602646,0.06462169,False
53602657,0.0669000745,False
53602669,0.06916028,False
53602680,0.07170355,False
53602691,0.07352551,False
53602702,0.0750580654,False
53602713,0.07644438,False
53602725,0.07779438,False
53602735,0.0792312,False
53602747,0.08055924,False
53602757,0.0822362453,False
53602769,0.08414612,False
53602780,0.08612655,False
53602791,0.08813545,False
53602802,0.08999528,False
53602813,0.09167867,False
53602825,0.09323851,False
53602836,0.09475028,False
53602847,0.09616191,False
53602860,0.09659324,False
53602870,0.09720759,False
53602881,0.09818522,False
53602892,0.09912236,False
53602903,0.100137822,False
53602914,0.101444766,False
53602925,0.102745242,False
