"timestamp","shortestDistance","didCollide"
42535117,0.06955749,False
42535128,0.06946719,False
42535139,0.0695318,False
42535150,0.06968939,False
42535161,0.0698081255,False
42535173,0.06983787,False
42535184,0.06976384,False
42535196,0.06958985,False
42535206,0.06955612,False
42535217,0.06957668,False
42535228,0.06952405,False
42535240,0.0693407059,False
42535251,0.06915325,False
42535262,0.06895614,False
42535273,0.06873131,False
42535284,0.06853187,False
42535296,0.06846398,False
42535307,0.06831324,False
42535318,0.06827545,False
42535329,0.0682114363,False
42535340,0.06798732,False
42535351,0.06773752,False
42535362,0.06737107,False
42535374,0.0669302344,False
42535385,0.0664628744,False
42535396,0.06604177,False
42535407,0.06570113,False
42535419,0.06536639,False
42535429,0.06498456,False
42535441,0.0647439957,False
42535452,0.0644636154,False
42535463,0.0641551,False
42535474,0.06374103,False
42535486,0.06347221,False
42535497,0.0631625056,False
42535508,0.0628641248,False
42535519,0.0624704957,False
42535530,0.0620379448,False
42535541,0.06172663,False
42535553,0.061401546,False
42535564,0.0610378981,False
42535575,0.06068337,False
42535586,0.06025213,False
42535598,0.0599185824,False
42535608,0.0596119165,False
42535619,0.0594277978,False
42535631,0.0592788458,False
42535642,0.0591774,False
42535653,0.05906576,False
42535664,0.0590356,False
42535675,0.05896926,False
42535687,0.05893159,False
42535698,0.0588567853,False
42535709,0.0589017272,False
42535720,0.0590088367,False
42535731,0.0590749979,False
42535742,0.05909294,False
42535754,0.0591097474,False
42535765,0.059084475,False
42535776,0.05908413,False
