44495873,0.311015964,0.8802309,-0.647672534,0.120466962,0.000201572824,-0.9927177,-0.000401981757,0.0173811652,346.1619,179.951492,-0.239179537,-0.000303358771,0.970975339
44495885,0.308239728,0.8830236,-0.649717569,0.123660311,0.00042228782,-0.992324948,-0.000294280529,0.0438491,345.793182,179.960556,-0.245422676,-0.0007653118,0.9694159
44495896,0.3056606,0.886208,-0.651320338,0.125835136,0.000546241,-0.9920516,-0.000113158334,0.0604653172,345.542023,179.979263,-0.249670014,-0.00105531991,0.968330443
44495907,0.303411573,0.889505863,-0.6525422,0.12635763,0.000236397085,-0.9919852,-0.000170448358,0.0244039632,345.481659,179.9772,-0.2506899,-0.000425929931,0.9680674
44495918,0.3017315,0.8928702,-0.6536029,0.124952331,0.000239278772,-0.9921631,-0.0005208625,0.0197464675,345.643982,179.937363,-0.247946441,-0.000344641157,0.9687737
44495929,0.300821573,0.8961369,-0.6544724,0.1221603,0.000445283338,-0.992510557,-0.0005840445,0.04246775,345.96637,179.927353,-0.2424913,-0.000741202733,0.970153332
44495941,0.300334245,0.8991133,-0.65568167,0.1193039,0.0006085884,-0.992857933,-0.0005252093,0.0620607138,346.2961,179.931931,-0.236904278,-0.00108316459,0.9715324
44495952,0.299605876,0.90213716,-0.6572984,0.118388876,0.000608367438,-0.992967367,-0.0006276408,0.0607086681,346.4017,179.920319,-0.235113338,-0.00105956662,0.9719674
44495963,0.298796326,0.905136049,-0.658736169,0.11974065,0.0005598627,-0.9928051,-0.0006864336,0.054275196,346.2457,179.914215,-0.237759039,-0.000947281136,0.9713237
44495974,0.297734767,0.9082312,-0.660067,0.12275137,0.000655896438,-0.992437541,-0.000419679534,0.06868844,345.898132,179.943039,-0.243646681,-0.00119884009,0.969863355
44495985,0.296319276,0.911582232,-0.6613339,0.127574667,0.000688732252,-0.991829157,-0.0005024095,0.07093327,345.341034,179.932831,-0.253065228,-0.00123802,0.9674485
44495996,0.294630378,0.915362239,-0.6624793,0.133355781,0.000609091832,-0.9910685,-0.000304355257,0.0645223558,344.672882,179.956131,-0.2643298,-0.00112612848,0.9644317
44496008,0.293375224,0.9192603,-0.6632609,0.137651131,0.0007246356,-0.9904809,-0.00035905707,0.07658301,344.176056,179.94783,-0.27268213,-0.00133662624,0.9621033
44496019,0.292152435,0.922985733,-0.6643094,0.140579715,0.000495183864,-0.9900697,-0.0003496922,0.05054709,343.8372,179.952347,-0.2783678,-0.0008822138,0.9604742
44496031,0.291706473,0.926538,-0.665122569,0.143183157,0.000394561648,-0.989696264,-0.000614727032,0.03466137,343.5358,179.923813,-0.283416152,-0.000604955247,0.958996832
44496041,0.291283876,0.9296765,-0.6662105,0.144562617,0.000112480375,-0.989495933,-0.0004408573,0.00545081636,343.3761,179.948151,-0.286088318,-9.513479E-05,0.958203256
44496052,0.291443318,0.932610035,-0.6671878,0.144582883,0.0005169074,-0.9894931,-0.000174299115,0.05572304,343.373749,179.97168,-0.2861277,-0.0009725513,0.958191037
44496063,0.292210251,0.9353975,-0.6681862,0.143163964,0.000480616523,-0.989699364,-0.0001320465,0.0523409769,343.538055,179.977142,-0.2833787,-0.000913523138,0.9590077
44496075,0.2934142,0.9381274,-0.669291258,0.140824035,0.000519497,-0.990034938,3.37811871E-05,0.0594818629,343.808929,179.995438,-0.2788414,-0.00103815482,0.9603366
44496086,0.2949815,0.9406507,-0.670451462,0.1373315,0.000515647931,-0.9905254,0.000319105457,0.0635507852,344.2131,180.0281,-0.272060364,-0.00110917119,0.962279558
44496097,0.296641022,0.943047941,-0.671678066,0.13462244,0.000415563263,-0.9908972,0.0004318369,0.0538483076,344.526459,180.042633,-0.266793638,-0.0009398308,0.9637532
44496108,0.2980729,0.945297658,-0.6729231,0.133797333,0.0005059743,-0.991009,0.000340472121,0.0626791641,344.621857,180.0309,-0.265188366,-0.00109395862,0.964196
44496119,0.2993156,0.9474356,-0.674019,0.133188233,0.000643628533,-0.9910908,0.0002854846,0.0774544254,344.6923,180.0226,-0.2640029,-0.001351835,0.964520931
44496130,0.300450057,0.9496687,-0.6752153,0.131606326,0.0007952564,-0.991302133,0.000136997813,0.09240307,344.875153,180.003571,-0.260923058,-0.00161273824,0.965358257
44496142,0.3015696,0.951845467,-0.676356733,0.12881808,0.0008089768,-0.9916682,2.27530782E-05,0.09226541,345.1974,179.990646,-0.255489558,-0.0016103352,0.9668105
44496152,0.302944332,0.9538841,-0.677791,0.125335082,0.000787052733,-0.992114663,-3.35370169E-05,0.08899671,345.5998,179.984879,-0.2486936,-0.00155328645,0.968581
44496164,0.3044366,0.9559136,-0.67914784,0.121951357,0.000807932869,-0.992536247,6.476344E-05,0.0927962661,345.99054,179.996078,-0.242082179,-0.00161960127,0.9702544
44496175,0.306128,0.957830131,-0.6807551,0.118569806,0.0007784343,-0.9929459,1.94341646E-05,0.08883677,346.380859,179.991638,-0.235466778,-0.00155049493,0.9718812
44496186,0.307949871,0.9598254,-0.6821912,0.115380988,0.000738543,-0.993321538,0.000198471709,0.0866896659,346.7488,180.012817,-0.229220539,-0.00151302107,0.973373353
44496197,0.3097705,0.9619397,-0.6836874,0.112245485,0.0007499806,-0.9936805,0.000264178525,0.0887963,347.110474,180.020432,-0.223071888,-0.00154978794,0.974800766
44496209,0.311414152,0.9642273,-0.685004056,0.11149551,0.0006813171,-0.9937653,9.551321E-05,0.078806676,347.19693,180.002167,-0.2216006,-0.00137543713,0.9751366
44496220,0.31284067,0.966676056,-0.686161458,0.111457512,0.0007399987,-0.9937694,-4.82948126E-05,0.08365239,347.2013,179.985046,-0.2215262,-0.00146001054,0.9751533
