"TimeOfCollision","x","y","z","other"
62680389,0.6628036,0.8541418,-0.5241733,_targetObjectSphere
62681126,0.6654901,0.8466767,-0.5243388,_targetObjectSphere
62681852,0.6664051,0.8469891,-0.5239905,_targetObjectSphere
62684044,0.599685848,0.8485981,-0.525994539,_targetObjectSphere
62685875,0.5205971,0.812174439,-0.5261947,_targetObjectSphere
