"TimeOfCollision","x","y","z","other"
30738220,0.47605443,1.01484275,-0.708718538,s_model_finger_middle_link_3
30738867,0.5653571,1.04384589,-0.717117846,s_model_palm
30742609,1.09835839,0.8944244,-0.7457728,s_model_palm
