"TimeOfCollision","x","y","z","other"
30193177,0.514610946,1.04719722,-0.689121544,s_model_palm
30195456,0.5466731,1.05969787,-0.718763053,s_model_palm
30196908,0.7319792,1.03527915,-0.5975784,s_model_palm
30197767,0.864727855,0.9849097,-0.563257933,s_model_palm
30198516,0.9536575,0.9798401,-0.6183062,s_model_finger_2_link_1
30199353,1.07134116,0.941574454,-0.746569633,s_model_palm
