"TimeOfCollision","x","y","z","other"
45896220,0.9494486,0.9572463,-0.6573625,s_model_palm
45899213,1.04118633,0.8819669,-0.7281214,s_model_finger_middle_link_3
45900710,1.04108667,0.8819027,-0.7232505,s_model_finger_middle_link_3
