"TimeOfCollision","x","y","z","other"
68104056,0.494588077,1.02158689,-0.7131041,s_model_finger_2_link_3
68106434,0.7997172,0.9745706,-0.557542443,s_model_palm
68107373,0.971010864,0.9603174,-0.5740333,s_model_finger_middle_link_1
68108702,1.0609175,0.901798964,-0.718152,s_model_palm
