"TimeOfCollision","x","y","z","other"
66528573,0.6960663,1.04214478,-0.7168395,s_model_finger_middle_link_1
66528808,0.69214493,1.01275015,-0.701945,s_model_finger_middle_link_1
66530919,0.9081763,1.00070381,-0.556533456,s_model_palm
