"TimeOfCollision","x","y","z","other"
50141558,0.731164932,0.8347504,-0.5503524,s_model_palm
50142808,0.738514543,0.8421371,-0.550315857,s_model_palm
50143311,0.7265896,0.8450881,-0.550495,s_model_palm
