"TimeOfCollision","x","y","z","other"
29968813,0.6074894,0.873355865,-0.5508986,s_model_palm
29969572,0.607170761,0.8691628,-0.55193007,s_model_palm
29970421,0.6020914,0.8646079,-0.5517793,s_model_palm
29971326,0.6073166,0.8537606,-0.552035,s_model_palm
29972119,0.6103833,0.844195962,-0.5522057,s_model_palm
29972979,0.606884241,0.8523084,-0.5519599,s_model_palm
29973794,0.598391652,0.8437203,-0.5520792,s_model_palm
