"TimeOfCollision","x","y","z","other"
51396864,0.535446,1.12945616,-0.7308291,s_model_finger_2_link_3
51398260,0.7662693,1.05010223,-0.604917765,s_model_finger_2_link_3
51398863,0.9298428,1.0140444,-0.599547267,s_model_finger_2_link_0
51398892,0.932689548,1.0108211,-0.605532,s_model_finger_2_link_2
