"TimeOfCollision","x","y","z","other"
65248118,0.721823454,0.9138222,-0.560272753,s_model_finger_middle_link_2
65248688,0.7928011,0.947547,-0.560186,s_model_finger_2_link_3
65250586,1.04022956,0.882047,-0.7326392,s_model_finger_middle_link_3
