"TimeOfCollision","x","y","z","other"
43623048,0.4440418,1.04505634,-0.721394,s_model_palm
43623133,0.461604416,1.07353532,-0.7188563,s_model_palm
43623622,0.598294735,1.04123783,-0.6941259,s_model_palm
43624904,0.766258955,1.00330877,-0.5531806,s_model_palm
43625818,0.939464569,0.8923993,-0.6005318,s_model_palm
43625899,0.946123,0.884838343,-0.6157378,s_model_finger_2_link_1
