"TimeOfCollision","x","y","z","other"
54166594,0.7304175,0.90167284,-0.525826633,_targetObjectSphere
54167979,0.6713989,0.8820981,-0.5261215,_targetObjectSphere
54169029,0.6104152,0.878402531,-0.5245071,_targetObjectSphere
54169576,0.533597,0.8987435,-0.5245271,_targetObjectSphere
54170124,0.499003738,0.8885471,-0.520748,_targetObjectSphere
54170939,0.566755533,0.898120165,-0.515572846,_targetObjectSphere
54172938,0.608080149,0.9088096,-0.523414,_targetObjectSphere
54173865,0.793382645,0.90903604,-0.525673449,_targetObjectSphere
