id,vf,course,trial,left,start,stop,obj_coll,gripper_coll,duration
11,1,Course1_VF,2,1,51783069,51785403,0,0,2334
11,1,Course1_VF,3,1,51789994,51793143,0,0,3149
11,1,Course1_VF,4,1,51798103,51801554,0,0,3451
11,1,Course1_VF,5,1,51806748,51809339,0,0,2591
11,1,Course2_VF,0,1,51814009,51819772,0,3,5763
11,1,Course2_VF,1,1,51823738,51829914,0,0,6176
11,1,Course2_VF,2,1,51833934,51839597,0,0,5663
11,1,Course2_VF,3,1,51843094,51848980,0,1,5886
11,1,Course2_VF,4,1,51853315,51858262,0,0,4947
11,1,Course2_VF,5,1,51862786,51868572,0,0,5786
11,1,Course3_VF,0,1,51876045,51888153,0,5,12108
11,1,Course3_VF,1,1,51893290,51910212,0,7,16922
11,1,Course3_VF,2,1,51916009,51930440,0,2,14431
11,1,Course3_VF,3,1,51936293,51950100,0,4,13807
11,1,Course3_VF,4,1,51957304,51971690,0,5,14386
11,1,Course3_VF,5,1,51976515,51992800,0,1,16285
11,1,Course1,0,1,52485413,52487792,0,0,2379
11,1,Course1,1,1,52491969,52494360,0,0,2391
11,1,Course1,2,1,52498593,52501363,0,0,2770
11,1,Course1,3,1,52505876,52509295,0,0,3419
11,1,Course1,4,1,52513784,52516476,0,0,2692
11,1,Course1,5,1,52521043,52523145,0,0,2102
11,1,Course2,0,1,52528249,52533699,0,0,5450
11,1,Course2,1,1,52537542,52542489,0,0,4947
11,1,Course2,2,1,52545237,52549515,0,1,4278
11,1,Course2,3,1,52552945,52557469,0,4,4524
11,1,Course2,4,1,52560451,52565868,0,0,5417
11,1,Course2,5,1,52568794,52574200,0,1,5406
11,1,Course3,0,1,52577964,52597611,0,4,19647
11,1,Course3,1,1,52602794,52625134,0,6,22340
11,1,Course3,2,1,52632226,52650321,0,8,18095
11,1,Course3,3,1,52656833,52689995,0,4,33162
11,1,Course3,4,1,52697658,52720902,0,6,23244
11,1,Course3,5,1,52726152,52737903,0,1,11751
12,0,Course1,0,0,54227669,54231031,0,0,3362
12,0,Course1,1,0,54234584,54237209,0,0,2625
12,0,Course1,2,0,54240123,54241944,0,0,1821
12,0,Course1,3,0,54244792,54246625,0,0,1833
12,0,Course1,4,0,54249595,54251796,0,0,2201
12,0,Course1,5,0,54255024,54258263,0,1,3239
12,0,Course2,0,0,54262597,54272348,0,4,9751
12,0,Course2,1,0,54276347,54283321,0,4,6974
12,0,Course2,2,0,54293850,54299233,0,1,5383
12,0,Course2,3,0,54301993,54309342,0,2,7349
12,0,Course2,4,0,54311486,54317719,0,2,6233
12,0,Course2,5,0,54319953,54325191,0,0,5238
12,0,Course3,0,0,54328654,54338930,2,7,10276
12,0,Course3,1,0,54341287,54350523,0,4,9236
12,0,Course3,2,0,54367312,54379084,0,4,11772
12,0,Course3,3,0,54382916,54393884,2,4,10968
12,0,Course3,4,0,54397247,54402988,3,6,5741
12,0,Course3,5,0,54406563,54419150,0,5,12587
12,0,Course1_VF,0,0,54979652,54988565,0,4,8913
12,0,Course1_VF,1,0,54990966,54994016,0,0,3050
12,0,Course1_VF,2,0,54996674,54998942,0,0,2268
12,0,Course1_VF,3,0,55001265,55002694,0,0,1429
12,0,Course1_VF,4,0,55004627,55006772,0,0,2145
12,0,Course1_VF,5,0,55008982,55011106,0,0,2124
12,0,Course2_VF,0,0,55013463,55029412,1,9,15949
12,0,Course2_VF,1,0,55031781,55040482,0,1,8701
12,0,Course2_VF,2,0,55042425,55050757,0,2,8332
12,0,Course2_VF,3,0,55052421,55068160,0,5,15739
12,0,Course2_VF,4,0,55070092,55086813,0,3,16721
12,0,Course2_VF,5,0,55089941,55095246,0,0,5305
12,0,Course3_VF,0,0,55097972,55114704,0,13,16732
12,0,Course3_VF,1,0,55118167,55130319,0,7,12152
12,0,Course3_VF,2,0,55134083,55145287,0,9,11204
12,0,Course3_VF,3,0,55148637,55163269,0,12,14632
12,0,Course3_VF,4,0,55165861,55171423,0,7,5562
12,0,Course3_VF,5,0,55174293,55184357,1,8,10064
13,1,Course1_VF,0,1,58498768,58499963,0,0,1195
13,1,Course1_VF,1,1,58511424,58512630,0,0,1206
13,1,Course1_VF,2,1,58518673,58519823,0,0,1150
13,1,Course1_VF,3,1,58523397,58524403,0,0,1006
13,1,Course1_VF,4,1,58527799,58528837,0,0,1038
13,1,Course1_VF,5,1,58531640,58532691,0,0,1051
13,1,Course2_VF,0,1,58539392,58543949,0,0,4557
