"TimeOfCollision","x","y","z","other"
40344250,0.598879337,0.8140147,-0.525674939,_targetObjectSphere
40346696,0.604683757,0.804644,-0.5247395,_targetObjectSphere
40349668,0.372711033,0.7822834,-0.4566147,_targetObjectSphere
40349891,0.375838459,0.782351434,-0.4524631,_targetObjectSphere
40351891,0.480748326,0.8073695,-0.369271934,_targetObjectSphere
